City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Luganville,VU,-15.5333,167.1667,80.19,82,98,11.36,overcast clouds
330,Kloulklubed,PW,7.0419,134.2556,77.5,76,100,14.79,overcast clouds
331,Vicuna,CL,-30.0319,-70.7081,64.78,45,100,3.18,overcast clouds
332,Iqaluit,CA,63.7506,-68.5145,47.93,71,75,5.75,broken clouds
333,Bekwai,GH,6.4534,-1.5774,73.11,96,100,3.94,light rain
334,Merritt Island,US,28.5392,-80.672,93.22,70,0,12.66,clear sky
335,Broken Hill,AU,-31.95,141.4333,47.26,54,0,14.47,clear sky
336,Nelson Bay,AU,-32.7167,152.15,46.99,96,0,9.62,clear sky
337,Cherskiy,RU,68.75,161.3,62.87,32,6,3.56,clear sky
338,Beaverlodge,CA,55.2166,-119.4361,65.55,49,100,11.83,overcast clouds
339,Kyaikkami,MM,16.08,97.5675,79.52,86,60,4.41,broken clouds
340,Ixtapa,MX,20.7,-105.2,87.03,66,20,16.11,few clouds
341,Lamu,KE,-2.2717,40.902,77.22,80,2,13.38,clear sky
342,Martinsville,US,36.6915,-79.8725,93.34,70,0,3.44,clear sky
343,Ardakan,IR,32.31,54.0175,90.14,11,4,8.68,clear sky
344,Khandbari,NP,27.3747,87.2039,73.08,84,75,2.59,moderate rain
345,Road Town,VG,18.4167,-64.6167,86.04,70,40,11.5,scattered clouds
346,Roald,NO,62.5833,6.1333,56.34,87,75,4.61,broken clouds
347,Isla Vista,US,34.4133,-119.861,91.0,58,0,8.05,clear sky
348,Duiwelskloof,ZA,-23.6934,30.14,56.07,46,0,4.85,clear sky
349,Lavrentiya,RU,65.5833,-171.0,35.69,99,100,8.95,light rain
350,Erzin,TR,36.9559,36.2,68.83,90,97,2.15,overcast clouds
351,Juba,SS,4.8517,31.5825,72.68,81,100,4.65,overcast clouds
352,Evensk,RU,61.95,159.2333,47.48,79,15,8.12,few clouds
353,Elizabethton,US,36.3487,-82.2107,90.93,67,40,5.75,scattered clouds
354,Windham,US,41.8334,-72.0001,81.9,45,75,9.22,broken clouds
355,Hohhot,CN,40.8106,111.6522,55.69,54,0,6.71,clear sky
356,Cervo,ES,43.6702,-7.4101,62.96,92,4,1.79,clear sky
357,Myitkyina,MM,25.3833,97.4,73.74,98,99,0.72,light rain
358,Inuvik,CA,68.3499,-133.7218,58.06,35,20,6.91,few clouds
359,Sembe,CG,1.6481,14.5806,72.0,92,100,1.39,overcast clouds
360,Coquimbo,CL,-29.9533,-71.3436,55.13,71,0,9.22,light rain
361,Vershino-Darasunskiy,RU,52.35,115.5167,51.04,80,7,2.71,clear sky
362,Maumere,ID,-8.6199,122.2111,77.9,83,97,1.57,overcast clouds
363,Guerrero Negro,MX,27.9769,-114.0611,72.55,54,0,17.27,clear sky
364,Tilichiki,RU,60.4667,166.1,53.65,55,81,2.95,broken clouds
365,Mehamn,NO,71.0357,27.8492,40.95,87,75,9.22,broken clouds
366,Nemuro,JP,43.3236,145.575,50.72,84,0,13.87,clear sky
367,Porto Novo,BJ,6.4965,2.6036,84.02,87,100,7.72,moderate rain
368,Florianopolis,BR,-27.6146,-48.5012,63.63,76,75,5.75,broken clouds
369,Yulara,AU,-25.2406,130.9889,55.44,54,1,5.3,clear sky
370,Yeppoon,AU,-23.1333,150.7333,60.58,88,94,6.31,overcast clouds
371,Doha,QA,25.2867,51.5333,88.11,74,0,10.36,clear sky
372,Yerbogachen,RU,61.2767,108.0108,58.57,62,95,2.91,overcast clouds
373,Margate,GB,51.3813,1.3862,60.31,75,13,3.0,few clouds
374,Lorengau,PG,-2.0226,147.2712,80.56,78,29,8.57,scattered clouds
375,Uglovskoye,RU,51.3557,80.1942,60.37,77,1,7.52,clear sky
376,Palencia,ES,42.4167,-4.5,78.1,31,87,5.97,overcast clouds
377,Korla,CN,41.7597,86.1469,83.03,12,92,10.07,overcast clouds
378,Todos Santos,MX,23.45,-110.2167,75.31,64,4,7.56,clear sky
379,Nouadhibou,MR,20.931,-17.0347,69.78,83,8,18.41,sand
380,Kpandu,GH,6.9954,0.2931,77.23,87,100,4.25,light rain
381,Vila,PT,42.0304,-8.1588,63.7,71,38,2.98,scattered clouds
382,Rocha,UY,-34.4833,-54.3333,53.58,89,96,6.15,overcast clouds
383,Esmeraldas,BR,-19.7625,-44.3139,68.86,44,96,6.08,overcast clouds
384,Seoul,KR,37.5683,126.9778,60.24,91,100,12.66,light rain
385,Luderitz,NA,-26.6481,15.1594,57.72,74,0,3.96,clear sky
386,Winnipeg,CA,49.8844,-97.147,69.87,92,75,15.99,broken clouds
387,Machilipatnam,IN,16.1667,81.1333,84.96,69,90,4.97,overcast clouds
388,Hobyo,SO,5.3505,48.5268,78.66,79,29,27.98,scattered clouds
389,Jizan,SA,17.3333,42.6667,90.54,66,48,5.14,scattered clouds
390,Ulladulla,AU,-35.35,150.4667,49.35,66,54,7.92,broken clouds
391,Harper,LR,4.375,-7.7169,78.42,79,99,9.78,overcast clouds
392,Hami,CN,42.8,93.45,86.13,20,100,19.98,overcast clouds
393,Yaan,NG,7.3833,8.5667,75.22,88,87,5.7,overcast clouds
394,Tarpon Springs,US,28.1461,-82.7568,93.38,64,0,8.05,clear sky
395,Russell,US,32.3502,-85.1999,74.43,56,76,5.3,broken clouds
396,Lyuban,BY,52.7985,28.0048,49.87,94,0,9.93,clear sky
397,Saint-Pierre,RE,-21.3393,55.4781,72.91,64,0,6.91,clear sky
398,Beringovskiy,RU,63.05,179.3167,33.53,87,76,4.76,broken clouds
399,Port Augusta,AU,-32.5,137.7667,50.59,86,6,7.94,clear sky
400,Lengshuijiang,CN,27.6881,111.4294,69.21,86,100,2.51,overcast clouds
401,Miraflores,MX,19.2167,-98.8083,74.16,49,100,0.96,overcast clouds
402,Svetlaya,RU,46.5389,138.3297,57.67,79,1,4.25,clear sky
403,Posse,BR,-14.0931,-46.3694,78.35,47,99,9.71,overcast clouds
404,Pierre,US,44.3683,-100.351,74.86,51,0,18.41,clear sky
405,Namibe,AO,-15.1961,12.1522,64.98,70,5,6.06,clear sky
406,Qasigiannguit,GL,68.8193,-51.1922,35.85,71,71,10.36,broken clouds
407,Starkville,US,33.4504,-88.8184,94.44,57,92,3.13,overcast clouds
408,Lompoc,US,34.6391,-120.4579,90.79,50,0,23.0,clear sky
409,Oda,JP,35.1833,132.5,66.97,92,100,7.94,overcast clouds
410,Diego De Almagro,CL,-26.3667,-70.05,62.44,35,99,6.44,overcast clouds
411,Bandar,ID,2.05,99.75,70.88,97,100,2.73,overcast clouds
412,Okha,RU,53.5739,142.9478,48.99,94,97,2.53,overcast clouds
413,Saint Anthony,US,45.0205,-93.218,95.25,43,0,20.71,clear sky
414,Keflavik,IS,64.0049,-22.5624,46.83,76,75,19.57,broken clouds
415,Klang,MY,3.0333,101.45,78.94,89,20,0.0,few clouds
416,Severobaykalsk,RU,55.65,109.3167,54.23,75,44,4.47,scattered clouds
417,Fairbanks,US,64.8378,-147.7164,67.3,55,75,0.0,smoke
418,Vestmannaeyjar,IS,63.4427,-20.2734,49.78,76,100,16.55,overcast clouds
419,Merrill,US,45.1805,-89.6835,94.77,75,0,8.05,clear sky
420,Calama,CL,-22.4667,-68.9333,66.69,6,0,17.27,clear sky
421,Lixourion,GR,38.2019,20.4314,77.0,88,20,4.61,few clouds
422,Lac Du Bonnet,CA,50.2536,-96.0612,67.69,95,100,7.78,moderate rain
423,Kearney,US,40.6995,-99.0815,88.34,35,0,10.36,clear sky
424,Sal Rei,CV,16.1833,-22.9167,72.84,86,28,18.37,scattered clouds
425,Bada,RU,51.392,109.8717,56.89,69,100,1.1,overcast clouds
426,Omsukchan,RU,62.5333,155.8,51.37,47,100,6.49,overcast clouds
427,Goderich,CA,43.7501,-81.7165,71.92,60,13,6.91,few clouds
428,Maxixe,MZ,-23.8597,35.3472,69.71,77,0,12.57,clear sky
429,Ust-Ilimsk,RU,58.0006,102.6619,61.2,61,86,3.02,overcast clouds
430,Humaita,BR,-7.5061,-63.0208,80.71,69,94,1.74,overcast clouds
431,Hasilpur,PK,29.7122,72.5553,94.86,38,0,20.45,clear sky
432,Foso,GH,5.7012,-1.2866,73.71,94,100,4.79,light rain
433,Chico,US,39.7285,-121.8375,89.06,13,0,19.57,clear sky
434,Krasnoyarskiy,RU,51.965,59.8967,58.96,77,74,2.28,broken clouds
435,Rudbar,AF,30.15,62.6,93.97,13,5,3.11,clear sky
436,Bairiki,KI,1.3292,172.9752,84.2,70,75,3.44,broken clouds
437,Aborlan,PH,9.4352,118.5492,78.87,81,65,0.6,broken clouds
438,Lethem,GY,3.3803,-59.7968,78.87,81,94,4.88,overcast clouds
439,Kozhva,RU,65.1073,57.0459,55.78,81,100,3.71,overcast clouds
440,Mombetsu,JP,44.3525,143.3525,57.65,85,0,1.16,clear sky
441,Illapel,CL,-31.6308,-71.1653,59.95,53,8,5.44,clear sky
442,Pingshan,CN,22.9938,114.7131,75.0,95,100,2.57,overcast clouds
443,Trapani,IT,37.8333,12.6667,74.89,83,0,1.14,clear sky
444,La Rioja,ES,42.25,-2.5,71.38,71,100,8.55,overcast clouds
445,Beisfjord,NO,68.3751,17.5988,53.04,97,100,5.7,overcast clouds
446,Abbeville,FR,50.1,1.8333,62.56,73,0,6.67,clear sky
447,Waitati,NZ,-45.75,170.5667,45.81,60,58,16.71,broken clouds
448,Ayan,RU,56.45,138.1667,42.62,91,100,6.87,overcast clouds
449,Cabedelo,BR,-6.9811,-34.8339,77.67,74,0,10.27,clear sky
450,Warrington,GB,53.3925,-2.5802,59.72,64,0,8.05,clear sky
451,Changde,CN,29.0464,111.6783,72.95,88,100,4.41,overcast clouds
452,Dandong,CN,40.1292,124.3947,57.65,77,100,1.48,overcast clouds
453,Mahajanga,MG,-15.7167,46.3167,71.62,94,20,3.44,few clouds
454,Buritama,BR,-21.0661,-50.1472,68.11,31,97,4.12,overcast clouds
455,Rincon,US,32.296,-81.2354,81.84,83,100,8.05,overcast clouds
456,Svetlyy,RU,54.675,20.1347,55.96,84,0,16.04,clear sky
457,Male,MV,4.1748,73.5089,84.15,79,75,9.22,broken clouds
458,Capitao Poco,BR,-1.7464,-47.0594,74.95,93,68,6.06,broken clouds
459,Rafraf,TN,37.1904,10.1837,70.11,69,0,7.36,clear sky
460,Pangkalanbuun,ID,-2.6833,111.6167,73.13,95,80,2.68,broken clouds
461,Gemena,CD,3.25,19.7667,74.1,87,99,2.51,overcast clouds
462,Davila,PH,18.4726,120.5763,78.78,80,100,5.66,overcast clouds
463,Matara,LK,5.9485,80.5353,79.16,87,100,11.18,overcast clouds
464,Lalibela,ET,12.0333,39.0333,66.15,24,95,4.56,overcast clouds
465,Faanui,PF,-16.4833,-151.75,80.4,68,6,20.76,clear sky
466,Nanortalik,GL,60.1432,-45.2371,41.68,72,81,10.69,broken clouds
467,Suoyarvi,RU,62.0833,32.35,55.94,72,100,5.26,light rain
468,Guiyang,CN,26.5833,106.7167,63.09,94,20,2.24,few clouds
469,Dezful,IR,32.3811,48.4058,93.56,15,0,11.7,clear sky
470,Casino,AU,-28.8667,153.05,51.78,96,0,2.93,clear sky
471,Nyagan,RU,62.1406,65.3936,50.59,74,12,1.66,few clouds
472,Mahenge,TZ,-8.6833,36.7167,61.03,69,0,1.88,clear sky
473,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.7,78,88,2.37,overcast clouds
474,Axim,GH,4.8699,-2.2405,78.87,84,100,10.92,overcast clouds
475,Ugoofaaru,MV,5.6667,73.0,82.67,76,16,13.65,few clouds
476,Moba,CN,33.2288,105.0179,53.6,82,96,2.64,overcast clouds
477,Jibuti,DJ,11.5,42.5,88.9,33,57,2.15,broken clouds
478,Maceio,BR,-9.6658,-35.7353,74.64,94,75,2.3,broken clouds
479,Clarksdale,US,34.2001,-90.5709,93.18,46,20,8.05,few clouds
480,Tehri,IN,30.3833,78.4833,78.44,38,0,4.34,clear sky
481,Banda Aceh,ID,5.5577,95.3222,78.78,83,77,13.13,broken clouds
482,Green River,US,41.5286,-109.4662,60.19,29,1,8.01,clear sky
483,Kununurra,AU,-15.7667,128.7333,51.78,87,58,0.0,broken clouds
484,Garissa,KE,-0.4536,39.6401,74.91,79,1,15.37,clear sky
485,Anadyr,RU,64.75,177.4833,41.5,70,75,6.71,broken clouds
486,Aquidauana,BR,-20.4711,-55.7872,69.03,42,9,2.89,clear sky
487,Ozernovskiy,RU,51.5,156.5167,45.39,91,96,4.14,overcast clouds
488,Ancud,CL,-41.8697,-73.8203,49.23,86,89,7.92,light rain
489,Arlit,NE,18.7369,7.3853,97.88,12,84,7.52,broken clouds
490,Staroaleyskoye,RU,51.0061,82.0,59.29,92,56,5.28,broken clouds
491,Isangel,VU,-19.55,169.2667,75.31,94,20,2.3,few clouds
492,Rio Gallegos,AR,-51.6226,-69.2181,39.6,83,6,9.35,clear sky
493,Tautira,PF,-17.7333,-149.15,79.21,72,56,21.41,broken clouds
494,Kozmodemyansk,RU,56.3367,46.5711,59.5,92,71,6.64,broken clouds
495,Ilulissat,GL,69.2167,-51.1,35.62,69,40,11.5,scattered clouds
496,Zambezi,ZM,-13.5432,23.1047,59.16,45,1,4.41,clear sky
497,Itaporanga,BR,-7.3044,-38.1503,77.85,55,49,4.16,scattered clouds
498,Toora-Khem,RU,52.4675,96.11,61.11,66,98,2.86,overcast clouds
499,Rawson,AR,-43.3002,-65.1023,52.38,62,73,8.72,broken clouds
500,Luena,AO,-11.7833,19.9167,57.07,46,19,0.81,few clouds
501,Airai,TL,-8.9266,125.4092,58.41,96,87,3.58,overcast clouds
502,Luang Prabang,LA,19.8856,102.1347,73.69,100,100,0.25,moderate rain
503,Brza Palanka,RS,44.4709,22.444,64.18,50,24,5.95,few clouds
504,Marzuq,YE,14.4,46.4667,79.72,18,4,2.91,clear sky
505,Nancha,CN,47.1333,129.2667,60.24,92,12,1.19,few clouds
506,Mahon,ES,39.8885,4.2658,77.56,53,0,5.75,clear sky
507,Ciudad Bolivar,VE,8.1222,-63.5497,83.53,65,69,7.34,broken clouds
508,Elektrenai,LT,54.7667,24.6333,55.24,94,30,13.53,scattered clouds
509,Balykshi,KZ,47.0667,51.8667,66.2,37,0,8.95,clear sky
510,Mahibadhoo,MV,3.7833,72.9667,82.49,72,16,8.75,few clouds
511,Pemangkat,ID,1.1667,108.9667,76.69,88,83,4.65,broken clouds
512,Sassandra,CI,4.95,-6.0833,77.59,84,100,10.74,light rain
513,Marsabit,KE,2.3284,37.9899,65.16,68,7,18.23,clear sky
514,Wilmington Island,US,32.0036,-80.9737,85.98,63,20,3.44,few clouds
515,Hof,DE,50.3167,11.9167,56.43,62,1,4.61,clear sky
516,Horasan,TR,40.0458,42.1728,53.38,81,66,1.9,broken clouds
517,Ucluelet,CA,48.9329,-125.5528,59.09,81,8,1.99,clear sky
518,Cap Malheureux,MU,-19.9842,57.6142,71.47,74,95,4.0,overcast clouds
519,Cairns,AU,-16.9167,145.7667,69.75,78,39,12.66,scattered clouds
520,Coihaique,CL,-45.5752,-72.0662,45.21,93,20,0.0,few clouds
521,Roblin,CA,51.23,-101.3565,52.9,93,100,12.33,light rain
522,Umm Lajj,SA,25.0213,37.2685,83.79,47,0,7.0,clear sky
523,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,71,0,3.44,clear sky
524,San Policarpo,PH,12.1791,125.5072,80.01,81,100,6.85,overcast clouds
525,Jacareacanga,BR,-6.2222,-57.7528,76.96,95,50,1.79,scattered clouds
526,Turbat,PK,26.0023,63.044,84.25,69,0,8.77,clear sky
527,Saint-Louis,SN,16.3333,-15.0,91.04,53,100,17.65,light rain
528,Dulce Grande,MX,23.0,-102.1667,78.44,22,5,17.49,clear sky
529,Igrim,RU,63.1906,64.4162,52.47,71,13,0.76,few clouds
530,Pitimbu,BR,-7.4706,-34.8086,77.59,73,1,9.19,clear sky
531,Payakumbuh,ID,-0.2202,100.6308,68.11,98,75,3.38,broken clouds
532,Xacmaz,AZ,41.4635,48.806,69.08,59,63,5.82,broken clouds
533,Bahia Honda,CU,22.9036,-83.1592,86.38,66,80,12.8,broken clouds
534,Arucas,ES,28.1198,-15.5233,68.77,73,0,11.14,clear sky
535,Tanabi,BR,-20.6264,-49.6492,71.82,34,98,4.14,overcast clouds
536,Lianyuan,CN,27.6883,111.6642,69.64,84,92,2.73,overcast clouds
537,Leua,SK,48.2156,18.6071,56.44,63,12,6.55,few clouds
538,Ocampo,MX,21.65,-101.5,72.79,35,97,20.04,overcast clouds
539,Hermagor,AT,46.6272,13.3672,57.7,91,1,1.34,clear sky
540,Mackay,AU,-21.15,149.2,69.12,72,100,8.93,overcast clouds
541,Cove,BJ,7.221,2.3402,74.89,96,100,4.27,overcast clouds
542,Qandala,SO,11.472,49.8728,88.77,59,16,2.08,few clouds
543,Naze,JP,28.3667,129.4833,74.32,88,100,14.52,overcast clouds
544,Kemijarvi,FI,66.7131,27.4306,54.01,76,93,1.63,overcast clouds
545,Kayerkan,RU,69.3497,87.7602,59.52,58,61,4.7,broken clouds
546,Eastbourne,GB,50.7687,0.2845,61.48,66,4,10.4,clear sky
547,Sokoto,NG,13.0609,5.239,91.83,39,72,9.66,broken clouds
548,Yichang,CN,30.7144,111.2847,72.37,77,93,3.98,overcast clouds
549,Oranjemund,NA,-28.55,16.4333,55.06,86,4,2.89,clear sky
550,Paamiut,GL,61.994,-49.6678,40.19,59,0,37.89,clear sky
551,Oistins,BB,13.0667,-59.5333,82.49,78,40,20.71,scattered clouds
552,Vorukh,TJ,39.8494,70.5838,66.9,50,0,7.16,clear sky
553,Saint-Denis,FR,48.9167,2.3333,70.29,54,0,8.05,clear sky
554,Kavieng,PG,-2.5744,150.7967,82.35,75,73,10.76,broken clouds
555,Viedma,AR,-40.8135,-62.9967,49.95,69,3,7.85,clear sky
556,Tucuman,AR,-26.8241,-65.2226,62.6,51,5,6.91,clear sky
557,Istanbul,TR,41.0351,28.9833,71.02,78,0,11.5,clear sky
558,Alta Floresta,BR,-9.8756,-56.0861,78.98,51,31,1.59,scattered clouds
559,Taveta,KE,-3.3963,37.6736,65.26,87,21,3.31,few clouds
560,Xichang,CN,27.8964,102.2634,61.59,87,100,1.43,light rain
561,Kasama,ZM,-10.2129,31.1808,62.31,54,94,3.44,overcast clouds
562,Mercedes,AR,-34.6515,-59.4307,57.63,61,100,6.82,overcast clouds
563,Nizhniy Kuranakh,RU,58.8353,125.4869,55.36,85,33,2.48,scattered clouds
564,Shizunai,JP,42.3339,142.3669,55.65,68,87,8.59,overcast clouds
565,Brighton,GB,50.8284,-0.1395,61.3,79,4,8.01,clear sky
566,Clemencia,CO,10.5665,-75.325,81.77,83,100,4.65,overcast clouds
567,Te Anau,NZ,-45.4167,167.7167,41.67,95,96,5.01,overcast clouds
568,Agadir,MA,30.4202,-9.5982,70.25,69,79,5.21,light rain
569,Kadaya,RU,50.9327,119.2911,57.97,84,6,0.76,clear sky
570,Zhigansk,RU,66.7697,123.3711,57.72,74,38,3.85,scattered clouds
571,Eyl,SO,7.9803,49.8164,79.54,73,35,26.84,scattered clouds
572,Sherghati,IN,24.5667,84.7833,96.42,40,99,16.22,overcast clouds
573,Riberalta,BO,-10.9833,-66.1,82.6,51,8,4.61,clear sky
574,Chase,CA,50.8165,-119.6857,72.32,69,100,4.27,overcast clouds
575,Ingham,US,42.6,-84.3833,86.16,78,40,8.05,scattered clouds
576,Dudinka,RU,69.4058,86.1778,60.62,59,66,6.31,broken clouds
577,Barguzin,RU,53.6167,109.6167,63.55,62,100,1.3,overcast clouds
578,Synya,RU,65.3718,58.0387,55.87,79,100,1.97,overcast clouds
579,Konstantinovskoye,RU,45.2992,42.6367,70.38,52,96,3.04,overcast clouds
580,Banjar,ID,-8.19,114.9675,76.08,89,46,2.57,scattered clouds
581,Sumter,US,28.7086,-82.0831,97.14,54,64,11.01,broken clouds
582,Mackenzie,CA,55.2999,-123.1698,68.22,30,0,5.75,clear sky
583,Aksay,RU,47.26,39.87,70.25,60,100,5.01,overcast clouds
584,Port Hedland,AU,-20.3167,118.5667,62.65,59,4,6.91,clear sky
585,Malanville,BJ,11.8685,3.3899,88.52,49,99,8.75,light rain
586,Lusambo,CD,-4.9667,23.45,73.53,59,75,0.92,broken clouds
587,Tolu,CO,9.5239,-75.5814,78.75,83,100,3.11,overcast clouds
588,Luanda,AO,-8.8368,13.2343,71.6,88,20,3.44,few clouds
589,Jinan,CN,36.6683,116.9972,69.8,63,12,4.72,few clouds
590,Tigil,RU,57.8,158.6667,52.86,58,10,1.83,clear sky
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,66,88,11.25,overcast clouds
592,Shekhupura,PK,31.7131,73.9783,93.25,28,0,14.43,clear sky
593,Nobeoka,JP,32.5833,131.6667,67.75,97,100,4.72,overcast clouds
594,Katobu,ID,-4.9408,122.5276,73.83,96,100,4.63,overcast clouds
595,Muravlenko,RU,63.7898,74.523,55.94,85,98,14.76,light rain
596,San Antonio,US,29.4241,-98.4936,101.48,33,0,21.85,clear sky
597,Shubarshi,KZ,48.5872,57.1869,62.69,53,0,6.55,clear sky
598,Mandali,IQ,33.7499,45.5541,89.11,22,0,11.43,clear sky
599,Blagoyevo,RU,63.3667,47.9167,56.5,78,61,2.68,broken clouds
600,Sorland,NO,67.667,12.6934,48.06,87,100,11.23,overcast clouds
601,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.57,79,91,4.72,overcast clouds
602,Cheremukhovo,RU,60.3484,59.9851,53.8,61,93,2.64,overcast clouds
603,Puerto Madero,MX,14.7208,-92.4215,79.0,100,100,9.22,overcast clouds
604,Den Helder,NL,52.9599,4.7593,58.98,69,100,7.0,overcast clouds
605,Eydhafushi,MV,5.1033,73.0708,82.63,73,31,11.83,scattered clouds
606,Enid,US,36.3956,-97.8784,99.01,44,0,27.63,clear sky
607,Khokhlovo,RU,59.1492,37.3998,58.93,99,100,5.41,overcast clouds
608,Shangzhi,CN,45.2167,127.9667,57.49,74,64,2.68,broken clouds
609,Jeremie,HT,18.65,-74.1167,82.45,74,96,5.12,overcast clouds
610,Gizo,SB,-8.103,156.8419,82.56,75,75,8.05,light rain
611,Finnsnes,NO,69.2296,17.9811,50.61,85,98,3.51,light rain
612,Muyezerskiy,RU,63.9333,31.65,54.39,75,100,0.47,overcast clouds
613,Kenai,US,60.5544,-151.2583,63.03,50,100,5.75,overcast clouds
614,Olga,RU,43.7444,135.2892,56.52,79,64,1.07,broken clouds
615,Kalulushi,ZM,-12.8378,28.0919,57.74,57,48,2.3,scattered clouds
616,Petropavlovka,RU,50.6114,105.3196,61.54,72,69,2.93,broken clouds
617,Salumbar,IN,24.1333,74.05,83.19,71,38,11.68,scattered clouds
618,Pizarro,CO,4.9533,-77.366,77.4,89,100,10.47,light rain
619,El Dorado,US,38.7666,-120.5177,81.18,18,0,1.99,clear sky
620,Vinh Long,VN,10.25,105.9667,76.98,92,61,3.15,broken clouds
621,Trinidad,BO,-14.8333,-64.9,80.58,39,0,5.75,clear sky
622,Udachnyy,RU,66.4167,112.4,68.72,32,99,3.04,overcast clouds
623,Chesma,RU,53.8111,60.6533,52.79,75,11,7.0,few clouds
624,Rumonge,BI,-3.9736,29.4386,69.91,80,6,5.12,clear sky
625,Milkovo,RU,54.7167,158.6167,52.95,64,6,0.36,clear sky
626,Athabasca,CA,54.7169,-113.2854,57.61,94,100,16.58,overcast clouds
627,Kyela,TZ,-9.5833,33.85,64.9,80,3,3.49,clear sky
628,Elk City,US,35.412,-99.4043,93.18,43,0,17.27,clear sky
629,Khani,GE,41.9563,42.9566,58.57,97,100,0.92,overcast clouds
630,Whitehorse,CA,60.7161,-135.0538,51.1,95,100,2.3,light rain
631,Vilhena,BR,-12.7406,-60.1458,82.62,47,0,8.05,clear sky
632,Palmares Do Sul,BR,-30.2578,-50.5097,59.76,89,0,10.71,clear sky
633,Dali,CN,25.7,100.1833,58.05,94,100,2.84,overcast clouds
634,Tukrah,LY,32.5341,20.5791,72.41,86,0,5.19,clear sky
635,Simbahan,PH,6.3032,120.5836,82.26,73,63,4.76,broken clouds
636,El Sauzal,MX,31.9,-116.6833,67.42,74,22,7.38,few clouds
637,Ladario,BR,-19.0047,-57.6017,89.69,31,20,9.22,few clouds
638,Bestobe,KZ,52.4994,73.0975,53.8,84,64,12.1,broken clouds
639,Arona,ES,28.0996,-16.681,66.02,73,20,6.91,few clouds
640,Jerantut,MY,3.936,102.3626,72.55,99,96,0.81,overcast clouds
641,Hasaki,JP,35.7333,140.8333,64.29,85,100,13.62,light rain
642,Farmington,US,36.7281,-108.2187,87.15,13,0,14.97,clear sky
643,Grande Prairie,CA,55.1667,-118.8027,66.38,52,100,19.57,overcast clouds
644,Codajas,BR,-3.8367,-62.0569,74.59,96,34,0.45,scattered clouds
645,Byron Bay,AU,-28.65,153.6167,52.95,85,2,2.64,clear sky
646,Matay,EG,28.419,30.7792,84.15,33,0,12.08,clear sky
647,Sabzevar,IR,36.2126,57.6819,83.48,26,20,0.0,few clouds
648,Mount Isa,AU,-20.7333,139.5,38.97,65,0,0.0,clear sky
649,Nisia Floresta,BR,-6.0911,-35.2086,80.98,84,2,7.25,clear sky
650,Makakilo City,US,21.3469,-158.0858,79.68,69,100,21.85,light rain
651,Talara,PE,-4.5772,-81.2719,72.36,64,0,18.41,clear sky
652,Dahanu,IN,19.9667,72.7333,83.08,79,76,12.77,broken clouds
653,Novoulyanovsk,RU,54.1496,48.3891,60.35,74,72,8.95,broken clouds
654,Chokwe,MZ,-24.5333,32.9833,65.37,48,1,6.76,clear sky
655,Rio Claro,BR,-22.4114,-47.5614,58.71,52,49,2.51,scattered clouds
656,Marabba,SD,12.35,32.1833,82.22,63,100,8.88,overcast clouds
657,Husavik,IS,66.0449,-17.3389,48.45,88,55,5.46,broken clouds
658,Dickinson,US,29.4608,-95.0513,95.13,64,40,16.11,scattered clouds
659,Pangnirtung,CA,66.1451,-65.7125,46.4,66,40,17.27,scattered clouds
660,Estepona,ES,36.4276,-5.1459,73.22,61,46,4.23,scattered clouds
661,Morehead,US,37.2711,-87.1764,94.86,57,0,4.61,clear sky
662,Shache,CN,38.4167,77.2406,78.71,16,52,12.06,broken clouds
